Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37
,0.9924750111,0.08815414781,0.01692064739,0.6736596737,0.7465116279,0.9157559404,0.4095523345,0.4476391076,0.07763391745,0.6319599839,0.5833333333,0.3930107762,0.7302197184,0.6428571429,0.2674610569,0.2940813519,0.7946345498,0.3460078819,0.3258898302,0.006149830227,0.4893784061,0.1077984129,0.1360578848,0.0,0.0,0.5316359535,0.3484592999,0.3856857319,0.3360980429,0.5551191017,,,0.3922308969,,,0.4641761245
0.008400633974,0.7677353574,,0.5205959141,0.37995338,0.5,,0.6966405887,0.05995476926,0.7542762472,,,,0.321967924,0.5714285714,0.2737211644,0.277339352,0.6954592597,0.4985499812,0.08802835272,0.08926405065,0.3998931899,,,0.0,,0.9630388598,0.3785902602,0.08068163965,0.3360758842,0.1302082915,0.3866234951,,,,0.9556031029,0.3907919639
,0.6249714599,0.2148087725,,0.06993006993,,0.6516227745,,0.7681343621,0.8900060876,0.7950565129,0.5833333333,0.02355324458,,0.2857142857,0.711162021,0.9266407256,0.6599530452,0.1962313274,0.3755344462,,0.2408376911,0.642821329,,1.0,0.5,0.2303242445,0.1571992926,0.7204331575,0.1552196326,0.80657372,0.4080603685,0.520128125,0.1292977434,0.5072600191,0.9801599711,0.2642151343
0.3268513133,0.9428283849,0.5458778277,0.9124686226,0.4685314685,0.3139534884,,0.5234584473,0.548572267,,0.267263984,1.0,,0.6876391627,0.7857142857,,0.6542094818,0.03837419088,0.5812223195,0.0376190037,,0.02192280177,0.2703914742,0.8102877081,0.5,1.0,0.5440529601,0.329870786,0.4399365642,0.4348236986,0.5678196682,0.3140186003,0.3942748367,0.4283242209,0.325386353,0.9999261726,0.01626199637
0.4209531624,,0.6152359039,,0.4592074592,0.6069767442,,0.544354179,0.1405378011,0.2232645173,0.3690712546,0.0,0.9508915101,0.2373348536,,0.5551292999,0.08432381338,,0.9656511948,0.01541165466,0.6834602671,0.7810774268,0.3972869308,,1.0,0.0,,,0.4197840061,0.4413329305,0.4090777009,0.2759649406,0.4945219968,0.4106625889,,0.6500463841,0.9277571477
0.4144694166,,0.4180423691,0.8108246094,0.5990675991,0.7906976744,0.3958679229,0.8923752951,0.7922420666,0.8259512418,0.1840260152,0.9166666667,,0.2079383769,0.3571428571,,0.6693495575,,0.4111900413,0.3470382735,0.2657758797,0.6298733312,0.8762529854,0.01543213407,,0.5,0.6935464954,0.150709048,0.3183136929,0.146843592,0.5113243382,0.2749660678,0.3034050721,0.1743074783,0.5464404777,0.784752437,0.788946539
,,0.4537484681,0.7215901554,0.4405594406,0.4418604651,0.3149057845,0.06822399637,0.1499605383,,0.9290327684,0.8333333333,0.406292843,0.05613905497,,0.2664121697,0.697298618,0.8836001774,,0.6661967563,0.6206957939,0.9480601172,0.1448615765,0.9804552994,0.5,,,0.2462378848,0.5358587728,0.3278304568,0.7400216486,,0.367416012,0.3377227221,0.4983060849,0.6074519825,0.9549110962
0.7581318737,0.4627920454,0.01133092708,0.2370917809,0.641025641,0.08604651163,0.9607954339,0.811682644,,,0.7058902742,,0.9005347433,0.3042913255,0.0,0.5145436663,0.4071788391,0.7361845243,0.7695320906,0.1790716855,0.6072689813,0.09668750212,0.2056282829,0.1690985529,1.0,0.0,0.4457967183,0.07973866813,0.755606162,0.09661909906,0.7163638061,,0.6286497924,0.1100414735,0.8910328036,,0.1535248487
,0.05430933064,0.303787859,0.4175598329,,0.9906976744,0.5579503139,,0.6297929962,0.3028199167,,0.1666666667,0.9575022443,0.3683544554,0.2142857143,0.1749362482,,0.6994577524,,0.04643258982,0.6364599221,0.3684185659,0.09552492369,0.3765040325,1.0,0.5,0.2817863006,0.18093869,0.7146053273,0.1041336877,0.7200422084,0.2378162405,0.5804762428,,0.4342559614,0.9481654622,
0.3863763461,0.814154125,,0.7685692906,0.1888111888,0.8302325581,0.5298618355,0.7904997546,0.7950865153,0.005067025115,0.7508827837,0.8333333333,0.3062347487,0.9874296621,,0.06436315879,0.4041667651,0.6957643991,,,0.08103693999,0.1653915154,0.923530055,0.9033832866,0.5,0.5,,,0.8709627338,0.2608921067,,0.4056772837,0.7595687402,0.3367364014,0.6458153072,0.9907392503,0.181381984
0.4447528559,0.25190543,0.6276750697,0.7627405392,0.3846153846,0.276744186,0.2042204527,0.3695879287,0.49968158,0.1202885287,0.9410787356,0.75,,0.9880355596,0.0,0.4013274519,0.4299399003,0.3522855437,0.9479682222,0.9322907472,0.7829677006,0.09063540569,0.8784712545,0.2754532975,,0.5,0.3493911682,0.08763429026,,0.2051020536,0.7260061247,0.3772438174,0.5925380626,0.2193286003,0.583535789,0.9942893954,0.1426616284
0.1285885638,0.5621550139,,,0.31002331,0.1697674419,0.05463288888,0.08889200533,,0.09778721109,0.6267862703,0.25,0.3026601945,0.8468659566,,0.94630946,0.4404678604,,0.09970724384,0.6493363724,,,,0.8573385575,0.5,0.5,0.3299056243,0.4190489996,0.6356883445,0.1535165228,0.4595276264,0.6158974026,0.6943042834,,0.7091945925,,0.9845469607
0.3114552122,0.9605057908,0.04745221324,0.8320048252,0.6177156177,0.2279069767,0.145473723,0.75137819,0.6840137976,0.2166665986,,0.3333333333,0.694550276,0.2293152974,0.9285714286,0.1895903981,0.1672377573,0.5162963587,0.453236582,,0.5426511579,0.08656201693,0.4394674554,0.385579992,0.0,0.0,0.4993901332,0.1964503548,0.3699233346,0.24066683,0.4057583144,0.2471466753,0.4419536524,,,0.997808076,0.08852492891
,0.3939843661,0.09926264041,0.9363467319,0.08391608392,0.876744186,0.8444910036,0.2271611122,0.5463493904,0.4351067785,0.5878174688,0.5,0.7646077819,0.7811799495,0.8571428571,0.1256544503,,,0.5502627299,0.580353355,0.417918319,0.9129149094,0.2404131701,0.2719784934,1.0,0.5,,,0.8571332952,0.08699288432,0.7098047654,0.1603342225,0.7459702495,0.09371963115,0.8850513592,,0.9740642417
0.9663087112,0.9597214839,0.588674294,0.6569771079,0.1305361305,0.7348837209,0.5058214005,0.1411126359,0.8157738703,0.1740311899,0.1396226868,0.1666666667,0.8561589381,0.08528207247,0.5,0.3757850164,0.5480102616,,0.009234330039,0.4809417531,0.5313865372,0.757979141,0.4655128156,0.6719433164,0.5,1.0,0.4042261447,0.368152799,0.4792747448,0.3620667931,0.7212866891,,0.3193126753,0.3968131726,0.05195054475,0.5919385638,0.9631108052
0.1053731602,0.8438009255,,0.6859574394,,0.8627906977,0.7835465737,0.7496926411,0.5719495291,0.1943515867,0.2385665184,0.08333333333,0.4321418153,0.5843898147,0.2142857143,0.7771188287,,0.982750456,0.2569290629,0.5562772559,,0.580465297,0.6369679521,0.05079219814,0.5,1.0,0.3239228621,0.1386603313,0.4615817239,0.1549851179,0.3291736384,0.3499150632,0.6024136767,0.1713061565,0.486004336,0.7315901764,0.854627956
0.03917351927,0.02468605938,0.3462636192,0.1627996026,,0.123255814,0.7156115869,,0.6105579126,,0.1055767977,0.9166666667,0.3486673987,0.0392047292,0.7142857143,0.7066460933,,0.6449038394,,0.2817919132,0.5514632475,0.6298733312,0.9377597815,0.7279580164,,0.0,0.7462379553,0.3943790633,0.493864101,0.145950291,0.2295351708,0.2332708222,0.7150169098,0.1751971277,0.06756527001,,0.7461146098
0.7359058036,0.6650255771,0.2259648275,,0.682983683,,0.9314437788,,0.1294754997,,0.9926852149,0.3333333333,0.2425726273,0.7682596529,,,,0.1191810927,0.6553646941,0.4431709727,0.4388999515,,,0.3784616485,0.5,0.5,0.4084973496,0.4973219561,0.840113984,0.5377438982,0.8691059952,0.3805536757,0.6041907934,0.5554565745,0.6467082435,0.9352798678,0.4673406847
0.4751881322,0.3403013046,0.2754855741,0.2500857169,0.2027972028,0.476744186,0.6553067612,0.01615562612,0.5666503411,0.4826261751,0.6215680032,0.1666666667,0.2946672159,0.5791627831,,0.7514272758,0.2037231369,0.4857058057,,0.05351550045,,0.388839917,0.4959995146,0.4446542355,1.0,1.0,,,0.6747400851,,,0.4986026635,0.5518027174,0.1902480595,0.7024264814,0.9497387023,0.4146629476
,,0.06072640237,0.1637406118,0.5501165501,0.9813953488,0.5502920971,,0.3845414228,0.3757477764,,0.1666666667,0.6130271528,0.5530965305,0.7857142857,0.9817914122,0.9726717628,0.3817633386,,0.04231881003,,0.5436916881,0.9172919648,0.09391408797,0.5,1.0,0.3354571223,0.1073025414,0.7123918545,0.1959534222,0.4556741006,0.2447797553,0.7820891447,,0.8191573503,0.7930565364,0.7771336138
0.6256912609,0.6496845343,0.3016492695,0.7754466665,0.0979020979,0.02558139535,0.8271198204,0.8353310828,0.105929674,0.2716484379,,0.75,0.5342419754,0.1380208801,0.8571428571,0.01749009123,0.829115407,0.3953453744,0.3244830852,0.9788988287,0.8185375026,0.3787316131,,0.8834038781,1.0,0.5,0.3182132825,0.3811515158,0.5760871758,0.2047447456,0.7199632338,,0.4273788862,0.2384576081,0.6636226707,0.9087886387,0.5477716975
0.7195887609,0.8124591507,0.9684765276,0.4231217981,0.6806526807,0.2651162791,,0.6692404011,0.9681481838,0.2138826356,0.4937344751,,0.6530328621,0.6282897526,,,0.6137197924,0.9473392849,,0.9407333237,,0.3318923194,,0.2140107533,0.5,0.5,0.5949509819,0.4058191297,0.5957335312,0.5043072364,0.7258127385,0.5462543932,0.4445865779,0.6193100328,0.7433250153,,0.6086058658
0.9352713075,0.2553581232,,0.4266047836,,0.9325581395,0.338752735,,,,0.5761679777,0.9166666667,,0.1063730296,0.2857142857,0.3900245584,0.614512844,0.8864197984,0.6844201176,0.234672534,0.8483685298,,0.9426917133,0.4490236229,,0.5,0.3766910091,,0.6675589371,0.1555008504,0.6867882385,0.3699050876,0.5541255156,,0.4475932391,0.966971972,0.3388449126
,0.98089777,0.228252112,0.4909794004,0.08158508159,0.8302325581,0.7256515363,0.9358810232,0.1022228766,0.9871996535,0.7135765554,0.3333333333,0.7639542207,0.9766416492,0.5714285714,0.3731291704,0.5512982214,0.9613089978,0.8604103591,0.05656104663,0.5783502773,0.3771461652,,0.3985640336,0.0,0.0,0.8879276606,0.3133300904,,0.2022744715,0.5172657274,,0.1799466763,0.2453917766,,0.9443758274,0.435126298
0.06867036441,0.7716948,0.3328249287,,0.8414918415,0.9558139535,0.6247931306,0.716403717,0.396188639,0.281220711,0.6108721575,0.75,0.63860819,0.3372055093,0.7857142857,,,0.6413957374,0.02262729889,0.1853308916,,0.9700473487,0.8762529854,0.4778367557,0.5,1.0,,,,0.3550590867,0.176060731,0.444508611,0.68739627,0.3849533157,,,0.760806073
0.3725834092,0.4471730094,,0.03690458016,0.8671328671,0.07674418605,0.4021567521,0.4640294904,0.4215862609,0.2947679146,,0.6666666667,0.005317384102,0.04860576393,0.7142857143,,,0.991821265,,0.5403644221,,,,0.9084281874,,0.0,,0.1891161447,,,,0.1619435191,0.5731589259,0.1241857767,0.6640975953,0.947549748,0.4231613193
0.2867118233,0.697057542,0.09725107453,0.6933133285,,0.1279069767,0.4213969825,0.05972880292,0.2459496653,0.581553283,0.08201850422,0.4166666667,0.2239486366,,0.7142857143,,0.3088048753,0.5797387474,0.556604529,0.4392126586,0.08440139419,0.9226652705,0.4457289484,0.3058119316,0.0,0.5,0.768907732,0.257012381,0.5364755957,0.1334338741,0.5065574264,0.3636961083,0.548304272,0.08291710924,0.7677856223,0.4713027314,0.9985931369
0.2644970648,0.6273335309,0.2881603023,0.2101303648,0.3356643357,0.8558139535,0.09055125868,0.3951217916,0.2420615843,,,0.6666666667,0.6419223214,0.9377712134,0.6428571429,,0.398319784,,0.9440710622,0.03570282341,0.1578933156,0.8208090748,,,0.5,,0.4433077458,0.3884562497,,0.3734075947,,0.4092548025,0.6716821687,0.4022132441,,0.7667980323,0.8129718328
0.05901805381,0.9157523682,0.6529056488,0.2889591587,0.682983683,0.9,,,0.7553844212,,0.5861079156,0.6666666667,,,0.5,0.4610215608,0.02258995428,0.8202429109,0.9394169899,0.8412416174,0.5357589275,0.06325755605,0.1502662323,0.4082131213,0.0,,,0.3957824914,0.1626975689,0.3580137225,0.3455269261,,0.2593172988,0.4355186462,0.1539106036,0.9962173458,
0.3366103448,0.667519673,0.1522953844,0.05335972831,0.7179487179,0.7255813953,0.5825675617,0.1902586757,0.8311829702,,0.4641754747,0.3333333333,0.08378729963,0.4480543895,0.2857142857,0.02733231644,0.6693495575,,,,0.9506543383,0.4030941528,0.8756402443,0.1017159526,1.0,0.5,0.3810084343,0.2013323837,0.5872841121,0.3511372852,0.4684224212,0.3123587669,0.633918435,,0.7600164578,,0.2241225244
0.02872591327,0.4710852193,0.4546897021,0.8250123257,0.3053613054,0.5069767442,0.3901435486,0.3012125401,0.6646425009,0.1624679787,0.5488466648,,0.6870631187,0.296041251,0.07142857143,0.8662006254,0.08108151409,0.5665667321,0.8734692856,0.8782940936,0.5474942117,0.06325755605,0.299400994,0.8423239719,0.5,1.0,0.5051057599,0.07706530742,0.4937053178,0.09448913913,,,0.5983029465,,,0.993408583,0.1532086498
0.9773245097,0.4847874964,,0.6939227321,0.5058275058,0.6441860465,0.4651305477,0.965897685,0.9100923845,,0.7173359705,0.4166666667,,0.4410920355,0.9285714286,0.1656028599,0.7383390376,0.7866308948,,0.6626178838,0.03080415856,0.3504250212,,0.07578218841,0.0,0.5,0.3968920265,0.3808416895,,0.2440881804,0.7575168701,0.3432545848,,0.2500152511,0.3759015859,0.9265569375,0.4957709227
0.1631839138,0.2586112539,,0.006612091468,0.04895104895,0.3720930233,0.3084990877,0.8772674607,,0.3928733979,0.6065499665,0.6666666667,0.4010227857,0.276389125,0.8571428571,0.7904133711,0.4451480663,0.1743012642,0.09140998374,0.5545513234,,0.6833170509,0.8295973245,0.1088743351,,0.0,0.09287689161,,0.5730395786,0.2141087916,,0.3658821317,0.6069497185,0.1597039027,0.5538409706,,0.9295032477
0.3877855591,0.5664260006,0.1921705207,0.5321086866,0.5897435897,,0.5929598779,0.5949440209,0.04665296524,0.4564494053,0.2407090916,,0.3183644443,0.8351196444,,0.3853856619,0.4493336164,,0.5240510447,0.8676222975,,0.007503435057,0.4081676577,0.006454841846,1.0,1.0,0.4372358762,0.3337029011,0.5966168528,0.2109884885,0.6400310348,,0.5117763965,,0.7860401817,0.9999611926,0.0117904206
0.05901805381,,0.6657260287,,0.6643356643,0.4348837209,0.03802589078,0.1845562579,0.2759225429,,,0.9166666667,0.6781486439,0.0156392621,0.1428571429,0.1143269395,0.1646323024,0.3539539723,,0.4543233949,0.7217224325,0.3549179189,0.2330616115,0.767499857,0.0,0.0,0.75197192,,0.3279514252,0.2928022971,0.1569410043,0.4177360912,0.5876026551,0.2792026905,0.2516538638,0.946223631,
0.1168784046,,0.9280234908,0.4868227674,0.5291375291,0.03720930233,0.2400225916,0.5931162288,,0.6484014888,0.0428064105,,0.3451466819,0.9976740058,0.8571428571,,,0.8527761011,0.37825147,,,0.8534009575,0.2695113674,0.06198306927,1.0,1.0,0.374663345,0.04526203857,,0.3263285505,0.3109257079,,,0.2840738841,0.5925019053,0.7689742268,0.8101657414
,0.655889709,,,0.7762237762,0.2418604651,0.9962959734,,0.09232439535,0.5831989835,0.5503624853,0.9166666667,0.5478266585,0.6448664771,,0.6156090436,0.2590004346,0.7672253663,,0.5147173292,,0.0,0.8833571807,0.4382076875,0.0,0.5,,0.519797497,,,0.5855351494,0.4391254625,0.6874943413,0.1695087112,0.8709824974,1.0,
,0.2985834546,0.3348754742,0.1594985622,,0.05348837209,0.9852005936,0.5282987242,0.1272009423,0.7681343689,0.7384768106,0.6666666667,0.6204991605,0.1181950113,0.07142857143,,0.9624562169,,0.6267559114,0.6823393631,,0.611347645,0.5631163248,0.8477864211,0.0,0.0,0.6300519015,,0.311516154,0.314060113,0.4720778554,0.6019991468,,0.2490433396,0.6387576803,,
0.8354025661,0.2258995564,0.4197213561,0.5073443518,0.8834498834,,0.8197785667,0.04999282106,0.9598071384,0.8947577004,0.3619752323,0.1666666667,0.7593242027,,0.2142857143,0.6491098299,0.8945541788,0.2855904196,0.1723545602,0.36019673,0.9020007701,0.5290441926,0.8611131484,0.4213358691,0.0,0.5,,,0.3109816082,0.3113120307,0.6097892596,,,0.273307171,0.3723233946,0.772919715,0.8050051683
0.9381818799,0.497925944,0.7198398329,0.3465216445,0.05361305361,0.9790697674,0.7029764809,0.3550361785,0.7406513788,0.3816157526,0.01138367179,0.3333333333,0.3143166216,0.7352049453,0.5714285714,0.6539308241,0.07098813026,0.2151815996,0.4371837858,0.4130659675,,0.3110985168,0.7753300734,0.7512769548,0.5,1.0,0.4382782281,0.2896369971,0.5768106967,,0.6954993918,0.3639952257,0.4470620149,0.1208564422,0.4586841786,0.9492392519,
0.1110385522,0.4458392519,,,,0.9395348837,0.6953413098,,0.2011946685,0.5791178261,0.8623922331,0.4166666667,0.1407748331,0.1092733524,0.0,0.9945429596,,,0.4913461779,0.28762098,0.1825986508,0.6383389164,,0.8520416976,0.5,0.5,,0.1411130159,0.5651024798,0.04872791222,0.3849280827,0.2631586362,0.6738399643,0.07242845367,0.5462823052,0.7850937611,
0.9427804972,0.07996662338,0.5571214975,,0.9883449883,0.6186046512,0.4589546095,0.9114692791,0.5303029939,0.1202885287,0.4391469154,,0.6268541044,,0.6428571429,0.1985435721,0.0672852202,0.3625457292,0.2585604904,0.6602737777,0.4069438374,0.4567368887,0.9452040181,0.4674558142,,0.5,0.4160928824,0.2476499034,0.6769213111,0.1235810819,0.6201347612,0.2986246514,,0.065231995,,,0.6276735733
,0.3760269627,0.2491201858,0.7185859334,0.9277389277,0.9069767442,0.02401171127,0.2528944495,0.1998365444,0.8294117887,0.2454147431,0.3333333333,0.4821217201,0.1757187187,0.1428571429,0.9425709221,,0.7455671423,,,0.7499792472,0.4233675543,0.758720058,0.3047500429,0.0,0.5,0.7037836845,0.2509196806,0.283473111,0.300007065,0.5955092808,0.2403762388,0.1999015134,,0.6128024472,0.7561576544,0.8262902036
0.4825341731,0.8289426672,0.3618486952,0.3325048615,0.331002331,0.08372093023,0.3487279224,0.7563426793,0.9526499445,,0.7282013698,0.0,0.6358762541,0.0387985249,,0.003120159718,0.4343821908,0.5102831126,0.1108094583,0.9221723034,0.3414470954,0.8534009575,,0.09880169307,0.0,0.0,0.7007470921,,0.1928885716,0.1493331412,0.4477762716,0.2400611235,0.2137750554,0.0995542729,0.5225951344,0.5735887494,0.9716952314
0.1580153638,0.6075746617,0.1149882578,0.3517207205,0.6456876457,0.3906976744,0.5765759898,0.265172111,0.09899082165,0.04261865754,0.1248399328,0.5,0.6665548184,0.6868438595,,0.4342239943,0.03916192872,,0.9893594395,0.2625604406,,0.3339386543,0.6136524565,0.6688460218,,1.0,0.6944111394,0.220847907,0.6115682748,0.1787415206,,0.3515082398,,,0.6861620841,,0.4397064454
0.3715856354,0.1265426881,,0.1575965223,0.8041958042,0.1093023256,0.09700107447,,0.3155905837,0.4564494053,0.2008762524,0.9166666667,0.4215797902,0.9296484372,0.8571428571,0.3275576417,0.0615175723,,0.1022669836,,0.9524945868,0.9202026242,0.4555340048,,,0.5,0.3501827799,0.2286184942,0.5027742414,0.1696587409,0.4745346858,0.537521724,0.5357586743,0.1229417965,0.4268022049,0.541438981,0.9839121502
0.7594540306,0.6784821047,0.2563089679,0.6337777266,0.7948717949,,0.04704948733,0.1269404014,0.6437678529,0.8828439404,0.05736890005,0.1666666667,0.3182116962,0.330125995,0.6428571429,0.4049417252,0.05346889976,,0.2517667959,0.9634260418,0.3592645007,0.7083219786,0.7215835521,,0.0,0.0,,0.3424244053,,0.1956537177,0.5107087847,0.3824360788,0.08261749038,,0.5962549439,0.6467869743,
0.5133231558,0.2570644265,0.7460599236,0.3079665441,0.8041958042,,0.4889331769,0.931293178,0.8803809158,0.04721624128,0.1348669752,0.5833333333,0.1153172464,0.02623229498,0.2142857143,0.3283155967,,,0.9457687977,0.729470231,0.6929515485,0.2739255393,,,1.0,0.0,,0.1598467818,0.5742879027,0.1724128988,0.6262994708,0.3829488552,0.4976865831,0.1472318523,0.6648562256,,
0.5619318891,,,0.6011612454,0.9044289044,0.4790697674,0.05585498385,0.04178545312,,0.5686912432,0.9847987433,0.5,0.25163359,0.7253589964,0.1428571429,,0.7016884389,,,0.305339956,0.2908172603,0.3377595741,0.8999551946,0.7254947663,0.5,1.0,,0.2125006066,0.7339859474,0.2931440431,0.630073923,0.2728043215,0.6713499,0.2711164697,0.6729670491,0.9450809697,0.4325031256
0.2970928647,0.7383547856,0.1315324484,0.6093592878,0.6993006993,0.1534883721,0.5641396121,0.7833481921,0.69596549,,0.1729376982,,,,,0.6564373171,0.2316629851,0.1778828999,,0.6478317809,,,0.6172642281,,1.0,1.0,0.822195226,0.4264499762,,,0.5315689431,0.5958875483,0.7671349623,0.2649395784,0.7102736003,0.8091059238,0.75294599
0.04397444091,0.5847796533,0.4915018941,0.1382332552,0.09557109557,0.1744186047,,0.8902269548,0.7496103907,0.8420446235,,0.5,0.5894721554,0.5258079406,0.1428571429,,0.8426653743,0.9418967995,0.2003558113,0.8279985771,0.08698774335,0.8912903932,,0.5603599211,0.5,0.5,0.2770118329,0.2687352489,0.3655390605,0.3751015925,0.2123862333,0.6808808912,0.5863659416,0.303139943,0.345914172,,0.8351768077
0.579511485,0.1329635472,0.2341831022,0.748741275,0.703962704,0.788372093,,0.3060379249,0.1493295514,0.5314570659,0.2497649677,0.25,0.3018238365,0.268077334,0.5714285714,0.3796958757,,0.08144886165,0.1896067809,0.3540997879,0.06478874648,0.3122439337,0.4195636404,0.9523050964,1.0,,0.3011810767,0.2300418478,0.7484337874,,0.6783246936,0.4073387018,0.6500809708,0.08362151503,0.5580578686,0.9710637681,0.3177598914
0.3138272199,0.7146220948,0.1195320722,0.8749558902,0.7086247086,0.6534883721,0.9462999647,0.7250825578,0.9179576858,0.4131227861,0.4149063025,,0.3072313669,0.0422253741,0.8571428571,0.7075542259,0.7320827417,0.9348519157,0.3885669961,0.7978245346,0.8577938022,0.2023684357,0.2376755046,,0.0,0.0,,0.1695294495,0.280579359,0.2849578294,,,0.320135813,,,0.9628584171,
,0.5289287239,0.2052365798,0.005303187669,0.3892773893,0.4418604651,,0.4236544491,0.5949756419,0.4770014586,0.06592918095,0.25,,0.9354458016,0.7857142857,0.03734533183,0.5628182971,0.9170604576,,0.5748614643,0.7323138624,,0.6349377058,,0.5,,0.2492815011,0.1551471154,,0.2188022409,0.6779159216,0.4524546661,,0.1272652223,0.5957273344,0.8490343954,
,0.4333718225,0.7178264789,0.06081522433,0.696969697,,0.4765736184,0.9771602774,0.4192792528,0.8977892539,0.2518514736,,0.2661934817,0.874952242,0.1428571429,0.5706017114,0.6951097155,0.4461394037,0.458005755,0.6548783283,0.1323388657,,0.377373988,1.0,0.0,0.0,0.7214572873,0.2556981405,0.2364024416,0.4053519271,0.5638134411,0.3184162911,0.1723212521,0.4070282904,0.3900704562,0.8515396184,
,,0.2394657424,,,0.01162790698,0.2876672615,0.4691756236,,0.7698478912,0.4440137605,0.1666666667,,0.4762255168,0.3571428571,0.7711941766,0.8276094101,,0.4324881772,0.2843158325,0.6392713016,0.1715696077,0.1187430742,0.601846079,0.0,0.0,0.8282681374,0.3874252507,0.2509173249,,,0.5848606015,0.172408343,0.2114379785,0.172100446,0.9760513506,0.2897424099
,0.2242825771,0.9426641143,0.01178263688,0.7575757576,,0.7125922541,,0.7286245688,0.1678875956,0.1639669243,0.5,,0.9999748525,0.2142857143,,0.04357578149,0.06775260702,0.3595036907,0.3475411391,0.2200087012,0.7409343834,0.03211989721,0.229674541,1.0,0.5,0.3220878073,0.1632122144,0.5536815776,0.09157339225,,0.4686891023,0.4332095135,0.1324371004,0.8282348935,0.4573043653,0.9996093617
0.7600396255,0.7882414968,0.1107115794,,0.5128205128,0.176744186,0.9072790969,0.9927529409,,0.8969312671,0.6138992931,0.3333333333,,,0.4285714286,,0.3148030288,0.1625925839,,,0.3711451046,0.1748760444,,0.8772779271,0.5,0.5,0.2536014918,,0.659581346,0.1092035172,0.7283266293,,0.5132421306,0.05214835804,0.6489416051,0.9824702812,0.2486170721
0.4209531624,0.5170050806,0.1246691645,0.6709856321,0.1305361305,0.9348837209,0.7179629257,,,,0.0945435468,,0.5704135841,,,0.1580185985,0.8922150772,0.7092805715,0.672312023,0.367563484,0.171015087,0.5528965445,0.5091591113,0.6502004805,0.0,,0.6583118266,,0.4328454677,0.257152123,0.5401273462,0.2603781109,0.4078094083,0.2594959102,0.869764064,0.900593176,0.569561603
0.07563267968,,0.725493674,0.9162752052,0.8531468531,,,0.7904997546,,0.5402248743,0.09286152669,0.3333333333,0.7188998136,0.3035536679,0.2857142857,0.4386233134,,,0.4355772551,,0.2892780525,0.6963542813,0.332538348,,0.0,0.5,0.7280184298,0.1946977636,0.2069433013,,0.1810150362,,0.4352227736,0.1683159496,0.4280602089,0.8075057595,0.7554414139
,,0.6097791068,,0.9044289044,0.4790697674,0.05585498385,0.04178545312,0.7178066496,0.5686912432,0.9847987433,0.5,,0.5772476498,0.1428571429,0.7672436233,0.7016884389,0.984421219,0.207493682,,0.2908172603,0.3377595741,0.8999551946,0.7254947663,0.0,0.0,0.4581098175,0.2009126251,0.2930105357,0.1662550587,0.4607881288,,0.3144354547,0.1692077396,0.6729670491,0.9372568264,
0.7977478522,,0.6930725963,0.5590716043,,0.6023255814,0.8344911339,0.8871804118,,0.7483254957,,0.3333333333,0.5209574046,0.3921049215,0.4285714286,0.8982455727,0.5634785726,,0.3276750907,0.9962793639,0.2121896456,0.2331644003,0.626672703,0.1999771206,,1.0,0.2425630716,0.2553453068,0.6539407422,0.2340903583,0.7358723272,0.4391478532,0.5011809946,,,0.9137690703,0.5338986239
0.1331958824,0.3427106518,0.7297170683,,0.06526806527,0.2348837209,0.001525364232,0.03655517602,0.2199490002,0.4400843278,,0.1666666667,,0.9391902741,0.7857142857,,0.9071488794,0.2570924055,0.2445806331,0.7771533972,0.6677421452,0.6055947887,0.2133945585,0.8500523366,,0.5,,0.1584228179,,0.1531370794,0.3546358549,,0.3462031703,0.08474629451,0.4989033427,0.6265346081,0.9436056381
0.8208236006,0.1435782695,0.7790531801,0.9272669939,0.7156177156,0.8209302326,0.8138568001,,0.7890991511,0.7970370855,0.3851345466,0.25,,,0.6428571429,0.4144806507,0.809831837,0.3367938025,0.9630088828,0.15214872,,0.01748001605,0.2317547862,0.3732631699,,1.0,0.3873214543,0.08982474518,0.6907350772,0.139551438,0.7495921764,0.2085289881,0.5312741006,0.1287334951,0.4260946195,0.9998168986,
0.9253953745,0.497079764,0.6862600931,,0.8717948718,0.423255814,,,0.4890248348,,,0.25,0.3633136806,0.1998871426,0.7142857143,0.721987762,0.7563869691,,,0.9680425818,,0.2516759119,0.7810807711,0.394818681,0.0,0.5,0.6999756021,,0.4873676078,,0.8165783503,0.4104071662,0.254707205,0.1643348551,0.450361926,0.9270943587,0.4940809066
,,0.7517888632,0.1223862593,0.0303030303,0.6953488372,0.4372698552,0.2131805387,0.4070490247,,0.2549547006,0.08333333333,0.5720538725,0.9250547365,0.07142857143,0.4342239943,,,,0.2450439388,,,0.9343093629,0.5225021449,0.0,,0.637262505,,,0.3065024189,0.5216843993,,0.5275013145,0.3925633178,0.674434535,,0.8045215895
